indicator,type,category,severity,brand,ip,ip_country,is_cloudflare,server_fp,favicon_mmh3,registered_at,title,groq_desc,form_labels,registrar,source
feudox.com,domain,CRYPTO_SCAM,HIGH,Casino,188.114.96.3,,True,811e0897f489,,2026-04-21,Feudox: Most Popular Online Crypto Casino Based on Blockchain,"Most popular online crypto casino based on blockchain, potential scam.",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
fortunejack-casino.org,domain,CRYPTO_SCAM,HIGH,Fortunejack,188.114.96.3,,True,811e0897f489,-1454134845,2026-04-14,Fortunejack Casino | Online Casino & Crypto Slots,Online casino and crypto slots with rewards and tournaments,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
fusionminepro.com,domain,CRYPTO_SCAM,HIGH,,188.114.97.3,,True,811e0897f489,,2026-05-30,FusionMinePro — 3.2% Daily USDT Returns,Cryptocurrency scam website,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
gadaihuat.xyz,domain,CRYPTO_SCAM,HIGH,Casino,188.114.97.3,,True,811e0897f489,-736095526,2026-05-04,Gadaihuat: Most Popular Online Crypto Casino Based on Blockchain,Fake online crypto casino based on blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
gamesofbeast.com,domain,CRYPTO_SCAM,HIGH,Gamesofbeast,104.21.68.103,,True,811e0897f489,-736095526,2026-03-25,Gamesofbeast: Most Popular Online Crypto Casino Based on Blockchain,Fake online crypto casino based on blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
gaohux.com,domain,CRYPTO_SCAM,HIGH,Gaohux,104.21.61.84,,True,811e0897f489,-736095526,2026-06-08,Gaohux: Most Popular Online Crypto Casino Based on Blockchain,Fake online crypto casino based on blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
gedofex.com,domain,CRYPTO_SCAM,HIGH,Gedofex,172.67.212.205,,True,811e0897f489,,2026-04-14,Gedofex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake online crypto casino based on blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
gemobex.com,domain,CRYPTO_SCAM,HIGH,Gemobex,104.21.53.172,,True,811e0897f489,,2026-04-21,Gemobex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake online crypto casino based on blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
genofex.com,domain,CRYPTO_SCAM,HIGH,Genofex,172.67.190.69,,True,811e0897f489,,2026-04-09,Genofex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake online crypto casino based on blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
genudex.com,domain,CRYPTO_SCAM,HIGH,Genudex,188.114.97.3,,True,0ab5f121ab0d,,2026-05-27,Genudex — Online Games & Rewards,Fake online games and rewards platform,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
gepofex.com,domain,CRYPTO_SCAM,HIGH,Gepofex,172.67.146.243,,True,811e0897f489,,2026-04-14,Gepofex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake online crypto casino based on blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
geporex.com,domain,CRYPTO_SCAM,HIGH,Geporex,188.114.97.3,,True,811e0897f489,1869784862,2026-06-04,Geporex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake online crypto casino based on blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
gesowin77.pro,domain,CRYPTO_SCAM,HIGH,Gesowin77,172.67.175.211,,False,c7cc5bd0c92d,-736095526,2026-04-17,Gesowin77: Most Popular Online Crypto Casino Based on Blockchain,Fake online crypto casino based on blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
guapwin.com,domain,CRYPTO_SCAM,HIGH,Guapwin,104.21.94.149,,True,811e0897f489,-736095526,2026-05-09,Guapwin: Most Popular Online Crypto Casino Based on Blockchain,Online crypto casino claiming to be based on blockchain technology.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
gusewin.com,domain,CRYPTO_SCAM,HIGH,Pazewin,104.21.12.80,,False,c7cc5bd0c92d,,2026-03-30,Pazewin: Most Popular Online Crypto Casino Based on Blockchain,Online crypto casino claiming to be based on blockchain technology.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
hanivex.com,domain,CRYPTO_SCAM,HIGH,Hanivex,104.21.67.243,,True,811e0897f489,,2026-04-16,Hanivex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Online crypto casino claiming to be powered by Elon Musk and blockchain technology.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
henofex.com,domain,CRYPTO_SCAM,HIGH,Casino,188.114.96.3,,True,811e0897f489,,2026-04-09,Henofex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake crypto casino claiming affiliation with Elon Musk,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
hestwin255.pro,domain,CRYPTO_SCAM,HIGH,Casino,188.114.97.3,,False,c7cc5bd0c92d,-736095526,2026-04-19,Hestwin255: Most Popular Online Crypto Casino Based on Blockchain,Fake crypto casino claiming affiliation with Elon Musk,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
heuvux.com,domain,CRYPTO_SCAM,HIGH,Casino,172.67.180.98,,True,811e0897f489,-736095526,2026-06-08,Heuvux: Most Popular Online Crypto Casino Based on Blockchain,Fake crypto casino claiming affiliation with Elon Musk,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
hexowin167.pro,domain,CRYPTO_SCAM,HIGH,Casino,188.114.96.3,,True,811e0897f489,-736095526,2026-03-26,Hexowin167: Most Popular Online Crypto Casino Based on Blockchain,Fake crypto casino claiming affiliation with Elon Musk,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
honevex.com,domain,CRYPTO_SCAM,HIGH,Casino,104.21.95.10,,True,811e0897f489,,2026-04-18,Honevex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake crypto casino claiming affiliation with Elon Musk,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
hoxplay.com,domain,CRYPTO_SCAM,HIGH,Casino,172.67.129.137,,True,811e0897f489,-736095526,2026-04-20,Hoxplay: Most Popular Online Crypto Casino Based on Blockchain,Fake crypto casino claiming affiliation with Elon Musk,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
hypeemax.com,domain,CRYPTO_SCAM,HIGH,Casino,188.114.97.3,,True,811e0897f489,-736095526,2026-05-05,Hypeemax: Most Popular Online Crypto Casino Based on Blockchain,Fake crypto casino claiming affiliation with Elon Musk,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
icedwex.com,domain,CRYPTO_SCAM,HIGH,Casino,188.114.96.3,,True,811e0897f489,1869784862,2026-06-03,Icedwex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake crypto casino claiming affiliation with Elon Musk,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
italovio.com,domain,CRYPTO_SCAM,HIGH,italovio,188.114.97.3,,True,811e0897f489,-736095526,2026-05-05,Italovio: Most Popular Online Crypto Casino Based on Blockchain,"Crypto scam website, pretending to be a casino",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
jastwin144.pro,domain,CRYPTO_SCAM,HIGH,Jastwin144,188.114.96.3,,False,c7cc5bd0c92d,-736095526,2026-04-21,Jastwin144: Most Popular Online Crypto Casino Based on Blockchain,"Online crypto casino based on blockchain, potential scam",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
joincollabland.com,domain,CRYPTO_SCAM,HIGH,,,,True,6c3f896f1852,1387990788,2026-05-29,rhode · the creator program,"Unknown purpose, possibly a cryptocurrency scam website.",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
juajox.com,domain,CRYPTO_SCAM,HIGH,Casino,188.114.96.3,,True,811e0897f489,,2026-05-30,Juajox: Most Popular Online Crypto Casino Based on Blockchain,Cryptocurrency-based casino with unclear legitimacy,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
konivex.com,domain,CRYPTO_SCAM,HIGH,,188.114.97.3,,True,811e0897f489,,2026-04-18,Suspected Phishing | Cloudflare,Crypto casino website with potential for scam,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
kuofax.com,domain,CRYPTO_SCAM,HIGH,Casino,,,True,811e0897f489,-736095526,2026-06-08,Kuofax: Most Popular Online Crypto Casino Based on Blockchain,Most Popular Online Crypto Casino Based on Blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
kupidex.com,domain,CRYPTO_SCAM,HIGH,Casino,188.114.96.3,,True,811e0897f489,,2026-05-18,Kupidex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Elon Musk’s Official Crypto Casino Powered by Blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
lekawex.com,domain,CRYPTO_SCAM,HIGH,Casino,188.114.96.3,,True,811e0897f489,1869784862,2026-06-01,Lekawex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Elon Musk’s Official Crypto Casino Powered by Blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
loraxplay.com,domain,CRYPTO_SCAM,HIGH,,104.21.83.151,,True,811e0897f489,,2026-05-20,Suspected Phishing | Cloudflare,"Unclear purpose, possibly a crypto scam website",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
lunarmex.com,domain,CRYPTO_SCAM,HIGH,,172.67.140.212,,True,811e0897f489,,2026-04-28,Suspected Phishing | Cloudflare,"Unclear purpose, possibly a crypto scam website",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
lunocasino.xyz,domain,CRYPTO_SCAM,HIGH,Casino,188.114.96.3,,True,811e0897f489,-736095526,2026-04-21,Lunocasino: Most Popular Online Crypto Casino Based on Blockchain,Blockchain-based online crypto casino,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
marsodex.com,domain,CRYPTO_SCAM,HIGH,Marsodex,188.114.96.3,,True,811e0897f489,1869784862,2026-04-28,Marsodex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Crypto casino with suspicious activity,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
maxroll.pro,domain,CRYPTO_SCAM,HIGH,,188.114.97.3,,True,811e0897f489,,2026-05-27,Suspected Phishing | Cloudflare,"Online casino operating on blockchain, potentially a scam or Ponzi scheme.",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
meth-protocol.com,domain,CRYPTO_SCAM,HIGH,,104.21.85.86,,True,811e0897f489,,2026-04-28,Meth Protocol — ETH Liquid Staking & Restaking Protocol,Cryptocurrency scam website with a generic title and no clear brand identity,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
near-intents.net,domain,CRYPTO_SCAM,HIGH,,188.114.96.3,,True,811e0897f489,,2026-05-18,Near Intents | Cross-Chain Token Swap Platform,Cross-chain token swap platform,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
netorex.com,domain,CRYPTO_SCAM,HIGH,Casino,188.114.96.3,,True,811e0897f489,,2026-04-29,Netorex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake crypto casino with no legitimate information,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
neuropeakcapital.com,domain,CRYPTO_SCAM,HIGH,,172.67.133.183,,True,811e0897f489,-611396914,2026-03-17,NeuroPeak Capital | Algorithmic Gold Trading Platform,Algorithmic gold trading platform,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nozawin.com,domain,CRYPTO_SCAM,HIGH,Casino,188.114.96.3,,True,811e0897f489,-736095526,2026-06-04,Nozawin: Most Popular Online Crypto Casino Based on Blockchain,Nozawin: Most Popular Online Crypto Casino Based on Blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nuemex.com,domain,CRYPTO_SCAM,HIGH,Nuemex,104.21.17.237,,True,811e0897f489,,2026-05-18,Nuemex: Most Popular Online Crypto Casino Based on Blockchain,The Leading Blockchain CasinoNuemexTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Nuemex!Register at the world's #1 crypto casino right now and receive an exclusiv,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nv-casino3.com,domain,CRYPTO_SCAM,HIGH,Casino,,,True,811e0897f489,,2026-04-09,"NV Casino 2026 – 150% bonus 200€ + 50 tours gratuits sans dépôt, retrait 1h","NV Casino 2026 – 150% bonus 200€ + 50 tours gratuits sans dépôt, retrait 1h",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
nyzaron.com,domain,CRYPTO_SCAM,HIGH,Casino,188.114.96.3,,True,811e0897f489,-736095526,2026-04-10,Nyzaron: Most Popular Online Crypto Casino Based on Blockchain,Nyzaron: Most Popular Online Crypto Casino Based on Blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
olovion.com,domain,CRYPTO_SCAM,HIGH,Casino,172.67.201.137,,True,811e0897f489,,2026-04-14,Olovion: Most Popular Online Crypto Casino Based on Blockchain,Olovion: Most Popular Online Crypto Casino Based on Blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
onlyxwin.net,domain,CRYPTO_SCAM,HIGH,Casino,188.114.96.3,,True,811e0897f489,-715517540,2026-04-21,Onlyxwin: Donald Trump’s Leading Blockchain Crypto Casino,"Crypto casino website claiming to be endorsed by Donald Trump, likely a scam.",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
ovowins.com,domain,CRYPTO_SCAM,HIGH,Casino,188.114.96.3,,False,c7cc5bd0c92d,-736095526,2026-03-22,Ovowins: Most Popular Online Crypto Casino Based on Blockchain,Crypto casino website claiming to be based on blockchain technology.,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
poxewin.com,domain,CRYPTO_SCAM,HIGH,Casino,172.67.161.165,,True,811e0897f489,-736095526,2026-05-31,Poxewin: Most Popular Online Crypto Casino Based on Blockchain,Poxewin: most popular online crypto casino based on blockchain with exclusive bonus,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
purnp-fun.com,domain,CRYPTO_SCAM,HIGH,Solflare,176.100.42.181,RU,False,d8c33640a2fc,,2026-05-08,Manage your free Solflare wallet with ease | Solflare,Cryptocurrency scam website impersonating Solflare wallet,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
royalvanta.org,domain,CRYPTO_SCAM,HIGH,Royalvanta,172.67.156.177,,True,811e0897f489,-736095526,2026-06-02,Royalvanta: Most Popular Online Crypto Casino Based on Blockchain,Crypto casino based on blockchain technology,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
runoplay.com,domain,CRYPTO_SCAM,HIGH,Runoplay,104.21.52.57,,True,811e0897f489,-703273047,2026-04-24,Suspected Phishing | Cloudflare,Potential cryptocurrency scam or phishing site,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
sakewex.com,domain,CRYPTO_SCAM,HIGH,Sakewex,104.21.68.243,,True,811e0897f489,,2026-06-04,Sakewex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Elon Musk's official crypto casino powered by blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
sarevex.com,domain,CRYPTO_SCAM,HIGH,Sarevex,188.114.96.3,,True,811e0897f489,,2026-04-02,Sarevex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Elon Musk's official crypto casino powered by blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
satevex.com,domain,CRYPTO_SCAM,HIGH,Satevex,104.21.35.193,,True,811e0897f489,,2026-04-02,Satevex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Elon Musk's official crypto casino powered by blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
shadowexchange.net,domain,CRYPTO_SCAM,HIGH,,104.21.21.123,,True,811e0897f489,,2026-04-16,Shadow Exchange — Concentrated Liquidity Exchange on Sonic,"Concentrated liquidity exchange on Sonic, possibly a cryptocurrency scam",,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
sipmieswap.com,domain,CRYPTO_SCAM,HIGH,,188.114.96.3,,True,811e0897f489,,2026-05-28,SimpleSwap Review 2024: Anonymous Crypto Exchange Guide,Crypto exchange with suspicious review,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
slotsbeast.org,domain,CRYPTO_SCAM,HIGH,Slotsbeast,104.21.3.210,,True,811e0897f489,-736095526,2026-05-23,Slotsbeast: Most Popular Online Crypto Casino Based on Blockchain,Crypto casino with blockchain-based games and rewards,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
soawin.com,domain,CRYPTO_SCAM,HIGH,Soawin,104.21.8.86,,False,c7cc5bd0c92d,,2026-04-17,Soawin: Most Popular Online Crypto Casino Based on Blockchain,Crypto casino with blockchain-based games and rewards,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
sorewin149.pro,domain,CRYPTO_SCAM,HIGH,Sorewin149,188.114.97.3,,False,c7cc5bd0c92d,,2026-03-30,Sorewin149: Most Popular Online Crypto Casino Based on Blockchain,Crypto casino with blockchain-based games and rewards,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
sorewin187.pro,domain,CRYPTO_SCAM,HIGH,Sorewin187,172.67.140.180,,True,811e0897f489,-736095526,2026-04-03,Sorewin187: Most Popular Online Crypto Casino Based on Blockchain,Crypto casino with blockchain-based games and rewards,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
sparkdex-app.net,domain,CRYPTO_SCAM,HIGH,,172.67.148.50,,True,811e0897f489,,2026-05-08,Sparkdex - Flare Network Exchange,Cryptocurrency exchange scam,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
spinlox.com,domain,CRYPTO_SCAM,HIGH,,188.114.97.3,,True,811e0897f489,,2026-04-09,Suspected Phishing | Cloudflare,Cryptocurrency casino scam,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
spinvision.pro,domain,CRYPTO_SCAM,HIGH,Spinvision,104.21.85.9,,True,811e0897f489,-736095526,2026-03-23,Spinvision: Most Popular Online Crypto Casino Based on Blockchain,Fake online crypto casino claiming to be backed by Elon Musk,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
stake-panel.com,domain,CRYPTO_SCAM,HIGH,Stake-panel,172.67.141.221,,True,811e0897f489,,2026-05-16,Stake-panel: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake online crypto casino claiming to be backed by Elon Musk,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
stake-pump.com,domain,CRYPTO_SCAM,HIGH,Stake-pump,188.114.96.3,,True,811e0897f489,1869784862,2026-06-07,Stake-pump: Elon Musk’s Official Crypto Casino Powered by Blockchain,Fake online crypto casino claiming to be backed by Elon Musk,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
tanodex.com,domain,CRYPTO_SCAM,HIGH,Tanodex,188.114.97.3,,True,811e0897f489,,2026-05-18,Tanodex: Elon Musk’s Official Crypto Casino Powered by Blockchain,Elon Musk's official crypto casino powered by blockchain,,Fewmoretaps OU / Trustname.com,phishdestroy/trustname-evidence
