domain,registrar,registered_at,expiring_at,emails,phones,ip,ip_country,status_code,page_type,final_url,server,server_fp,is_cloudflare,favicon_mmh3,body_simhash,parking_service,title,h1,meta_desc,body_text_500,lang,form_count,field_types,form_labels,captcha,screenshot,threat_hits,threat_sources,threat_types,ti_max_severity,category,severity,severity_label,brand,notes,groq_desc,ip_asn
jojobet-eguncel.icu,Fewmoretaps OU d/b/a Trustname.com,2026-06-04,2027-06-04,,,188.114.97.3,US,403,active_content,https://jojobet-eguncel.icu,cloudflare,811e0897f489,True,,c2a798a1ac42c895,,Just a moment...,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Fake security verification page,AS13335
jojobet-giristek.icu,Fewmoretaps OU d/b/a Trustname.com,2026-06-04,2027-06-04,,,188.114.96.3,US,403,active_content,https://jojobet-giristek.icu,cloudflare,811e0897f489,True,,82ab9481ac429895,,Just a moment...,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Fake verification page,AS13335
jojobet-nextgiris.icu,Fewmoretaps OU d/b/a Trustname.com,2026-06-08,2027-06-08,,,188.114.97.3,US,200,active_content,https://jojobet-nextgiris.icu,cloudflare,811e0897f489,True,,c22338b14dc3b8e5,,FASTPANEL,Why am I seeing this page?,,"Why am I seeing this page? Here are some common issues that cause you to see this page: Your domain is pointed to the server, but there is no site with that domain name on the server. You are accessing the site via HTTPS, but the site does not have an SSL certificate installed. Your domain has an AAAA record, but the site only works with IPv4 on the server. View more possible reasons",en,,,,,screenshots/jojobet-nextgiris.icu.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,"Cloudflare verification page, likely phishing",AS13335
jojobet-vipgirisi.icu,Fewmoretaps OU d/b/a Trustname.com,2026-06-08,2027-06-08,,,188.114.96.3,US,403,active_content,https://jojobet-vipgirisi.icu,cloudflare,811e0897f489,True,,82af94b1a842c8d5,,Just a moment...,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Fake security verification page,AS13335
jojobet11648.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-03,2027-06-03,,,188.114.96.3,US,403,low_content,http://jojobet11648.com,cloudflare,811e0897f489,True,,beb3b0c56d6c8e41,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,"Cloudflare verification page, likely phishing",AS13335
jojobet9132.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-27,2027-03-27,,,104.21.47.235,US,403,low_content,https://jojobet9132.com,cloudflare,811e0897f489,True,,ecfeb9c4ae49cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Suspected phishing site with Cloudflare protection,AS13335
jojobet9930.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-13,2027-03-13,,,104.21.23.45,US,403,low_content,https://jojobet9930.com,cloudflare,811e0897f489,True,,ecfeb9c6af69cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Suspected phishing site with Cloudflare protection,AS13335
jojobet9947.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-03,2027-04-03,,,188.114.96.3,US,403,low_content,https://jojobet9947.com,cloudflare,811e0897f489,True,,eeb7fc84af75c985,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Suspected phishing site with Cloudflare protection,AS13335
jojobeterisim2026guncel.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-29,2027-05-29,,,172.67.149.154,US,200,active_content,http://jojobeterisim2026guncel.com,cloudflare,811e0897f489,True,,e7a4f481a6e448e3,,404 Not Found,404,,"404 Not Found The resource requested could not be found on this server! Proudly powered by LiteSpeed Web ServerPlease be advised that LiteSpeed Technologies Inc. is not a web hosting company and, as such, has no control over content found on this site.",,,,,,screenshots/jojobeterisim2026guncel.com.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Turkish-language suspected phishing site,AS13335
jojobetozelgiris.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-13,2027-05-13,,,104.21.46.79,US,200,active_content,https://jojobetozelgiris.com,cloudflare,811e0897f489,True,,e7a4f481a6e448e3,,Default Web Site Page,,,"SORRY! If you are the owner of this website, please contact your hosting provider: webmaster@jojobetozelgiris.com It is possible you have reached this page because: The IP address has changed. The IP address for this domain may have changed recently. Check your DNS settings to verify that the domain is set up correctly. It may take 8-24 hours for DNS changes to propagate. It may be possible to restore access to this site by following these instructions for clearing your dns cache. There has been",,,,,,screenshots/jojobetozelgiris.com.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Turkish-language suspected phishing site,AS13335
jojobtofcal-siteler.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-24,2027-05-24,,,104.21.90.166,US,200,active_content,http://jojobtofcal-siteler.com,cloudflare,811e0897f489,True,,e7a4f481a6e448e3,,Default Web Site Page,,,"SORRY! If you are the owner of this website, please contact your hosting provider: webmaster@jojobtofcal-siteler.com It is possible you have reached this page because: The IP address has changed. The IP address for this domain may have changed recently. Check your DNS settings to verify that the domain is set up correctly. It may take 8-24 hours for DNS changes to propagate. It may be possible to restore access to this site by following these instructions for clearing your dns cache. There has b",,,,,,screenshots/jojobtofcal-siteler.com.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Turkish-language suspected phishing site,AS13335
kaptandenemebonuslari.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-23,2027-05-23,,,188.114.96.3,US,403,low_content,http://kaptandenemebonuslari.com,cloudflare,811e0897f489,True,,beb3b0c56d6d8f49,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Attention Required!,AS13335
kavbet0978.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-31,2027-05-31,,,172.67.138.133,US,403,low_content,https://kavbet0978.com,cloudflare,811e0897f489,True,,beb3b0c56d6c0e49,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Attention Required!,AS13335
keriwex.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-14,2027-05-14,,,188.114.97.3,US,403,low_content,https://keriwex.com,cloudflare,811e0897f489,True,-1378036481,ecfeb9c4af59cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489; fav:-1378036481,Suspected Phishing | Cloudflare,AS13335
ketofex.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-16,2027-04-16,,,188.114.97.3,US,403,low_content,https://ketofex.com,cloudflare,811e0897f489,True,,eefeb9c4af49cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Suspected Phishing | Cloudflare,AS13335
kingroyal829.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-21,2027-05-21,,,188.114.97.3,US,403,low_content,https://kingroyal829.com,cloudflare,811e0897f489,True,,6cfeb1c5ae59cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Suspected Phishing | Cloudflare,AS13335
kizutex.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-28,2027-05-28,,,194.87.24.92,CZ,403,low_content,http://kizutex.com,cloudflare,811e0897f489,True,-1378036481,ecfeb9c6af79cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489; fav:-1378036481,Suspected Phishing | Cloudflare,
kogwin.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-11,2027-05-11,,,172.67.177.210,US,403,low_content,https://kogwin.com,cloudflare,811e0897f489,True,-703273047,ecfeb9c6ae59cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489; fav:-703273047,Suspected Phishing | Cloudflare,AS13335
kolnplay.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-05,2027-05-05,,,172.67.162.87,US,403,low_content,https://kolnplay.com,cloudflare,811e0897f489,True,-703273047,aefeb9c4ae69cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489; fav:-703273047,Suspected phishing website,AS13335
kom1.net,Fewmoretaps OU d/b/a Trustname.com,2024-02-26,2028-02-26,,,172.67.190.67,US,200,active_with_forms,https://kom1.net/,cloudflare,811e0897f489,True,-306525654,cae2f0cb6504cada,,Досье и компромат • ОРД и криминал • Экономические преступления • Портал Компромат,Досье и компромат • ОРД и криминал • Экономические преступления • Портал Компромат,"Компромат – деятельность, подразумевающая наличие материалов, которые выступают доказательством, компрометирующим кого-либо. На нашем портале: экономические преступления, досье и компромат, ОРД в Укра",Темы дня: #Россия #Политика #США #Украина #Иран #Военные #Мошенничество #Суды #Трамп Дональд #Происшествия #Израиль #Чиновники #Аресты #полиция #Инциденты Главная О нас Статьи Архив Контакты Заказать журналистское расследование Досье и компромат • ОРД и криминал • Экономические преступления ‹ Главная Досье и компромат • ОРД и криминал • Экономические преступления • Портал Компромат Горячие статьи 12345 Ольга Сапегина: «сколковский эксперт» или обычная инфоцыганка? Дагестанский Гэтсби – Сулейман ,,2,"text:search, radio:polls, radio:polls, radio:polls, radio:polls",,,screenshots/kom1.net.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489; fav:-306525654,Website with suspicious content and potential for phishing,AS13335
kompromat1.online,Fewmoretaps OU d/b/a Trustname.com,2021-03-06,2027-03-06,,,186.2.163.118,NL,200,active_with_forms,https://kompromat1.online,ddos-guard,4b8db6e031cc,False,,cae2f0cb6504cada,,Досье и компромат • ОРД и криминал • Экономические преступления • Портал Компромат,Досье и компромат • ОРД и криминал • Экономические преступления • Портал Компромат,"Компромат – деятельность, подразумевающая наличие материалов, которые выступают доказательством, компрометирующим кого-либо. На нашем портале: экономические преступления, досье и компромат, ОРД в Укра",Темы дня: #Россия #Политика #США #Украина #Иран #Военные #Мошенничество #Суды #Трамп Дональд #Происшествия #Израиль #Чиновники #Аресты #полиция #Инциденты Главная О нас Статьи Архив Контакты Заказать журналистское расследование Досье и компромат • ОРД и криминал • Экономические преступления ‹ Главная Досье и компромат • ОРД и криминал • Экономические преступления • Портал Компромат Горячие статьи 12345 Ольга Сапегина: «сколковский эксперт» или обычная инфоцыганка? Дагестанский Гэтсби – Сулейман ,,2,"text:search, radio:polls, radio:polls, radio:polls, radio:polls",,,screenshots/kompromat1.online.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:4b8db6e031cc,Website with suspicious content and potential for phishing,
kupi-pasport.icu,Fewmoretaps OU d/b/a Trustname.com,2026-02-22,2027-02-22,,,,,200,active_with_forms,https://kupi-pasport.icu,nginx,d8c33640a2fc,False,2010437631,4b20389330441dfb,,Загранпаспорт,"С нами

купить загранпаспорт

для не выездных легко и просто!",С нами купить загранпаспорт для не выездных легко и просто!,"С нами купить загранпаспорт для не выездных легко и просто! Поможем сделать вам загранпаспорт России: * Без военного билета * Не выездным * С долгами, алиментами, кредитами * С судимостями * Для выезда за границу Отправить Задать вопрос! Желаете выехать за границу? но к сожалении вам отказывают в выдаче заграничного паспорта? Причиной тому могут быть алименты, долги ФССП, судимости, отсутствие военного билета, нет прописки или др. Мы работаем на рынке документов более 10 лет и точно знаем как ва",ru,2,"text:name, email:email, textarea:message, text:_hp, text:name, email:email, textarea:message, text:_hp",,,screenshots/kupi-pasport.icu.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:d8c33640a2fc; fav:2010437631,Suspicious passport-related website,
kupit-yad.net,Fewmoretaps OU d/b/a Trustname.com,2026-02-22,2027-02-22,,,,,200,empty,https://kupit-yad.net,nginx,d8c33640a2fc,False,,c76524c2df239be7,,Website under reconstruction!,,,kupit-yad.netWebsite under reconstruction! Why did this happen? We're currently undergoing a major update to bring you an even better experience. The site will be back soon — thank you for your patience! 2026,,,,,,screenshots/kupit-yad.net.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:d8c33640a2fc,"Website under reconstruction, potential phishing attempt",
leakshub.info,Fewmoretaps OU d/b/a Trustname.com,2026-01-12,2027-01-12,,,188.114.97.3,US,403,redirect_external,http://leakhub.zip/,cloudflare,811e0897f489,True,,c22f98a52c42d894,,Just a moment...,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Suspicious website with unknown purpose,AS13335
limewex.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-12,2027-05-12,,,188.114.96.3,US,403,low_content,https://limewex.com,cloudflare,811e0897f489,True,,ecfeb9c6ae51cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Suspected phishing website,AS13335
lockedcaptcha.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-19,2027-04-19,,,188.114.97.3,US,403,low_content,https://lockedcaptcha.com,cloudflare,811e0897f489,True,,eefeb1c4ae69cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Suspected phishing website,AS13335
luckyshoting.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-29,2027-03-29,,,188.114.97.3,US,200,active_content,https://luckyshoting.com/auth,cloudflare,0ab5f121ab0d,True,,c44c9891be888022,,LUCKYSHOTING: Login Page,,,"Stay UntamedSign Up & Get Welcome BonusLUCKYSHOTING.COMCreate An AccountEmailPasswordReferral CodeSign UpBy clicking Sign Up, you agree to our Terms of Service and that you have read our Privacy Policy.Already have an account?Sign InGet Free BonusRegisterCreate an account in seconds and get access to bonuses!Get a BonusTake the gift and use it in thegame.Go Play!Launch slots and winprizes!",en,1,"email:Enter your email, password:Enter your password, text:Enter Referral / Promo Code",password,,screenshots/luckyshoting.com.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,password,srv_fp:0ab5f121ab0d,Phishing attempt for login page,AS13335
lucowex.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-03,2027-06-03,,,188.114.96.3,US,403,low_content,http://lucowex.com,cloudflare,811e0897f489,True,-1378036481,ecfebbc4af61cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489; fav:-1378036481,Suspected phishing website,AS13335
lunabet1512.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-31,2027-05-31,,,172.67.174.88,US,403,low_content,https://lunabet1512.com,cloudflare,811e0897f489,True,,bcb3b0c52d6c0e49,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,Casino,srv_fp:811e0897f489,Cloudflare error page,AS13335
lunarwex.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-23,2027-04-23,,,104.21.21.157,US,403,low_content,https://lunarwex.com,cloudflare,811e0897f489,True,-1378036481,ecfeb9c4af69cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489; fav:-1378036481,Suspected phishing website,AS13335
luxoro-sans-depot.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-03,2027-04-03,,,172.67.152.76,US,403,empty,https://luxoro-sans-depot.com,cloudflare,811e0897f489,True,,9b071aeb20494bbf,,403 Forbidden,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,403 Forbidden,AS13335
m-nakitbahis1115.com,Fewmoretaps OU d/b/a Trustname.com,2026-03-22,2027-03-22,,,104.21.57.230,US,403,low_content,https://m-nakitbahis1115.com,cloudflare,811e0897f489,True,,bcb3b0c56d6c0f41,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,Casino,srv_fp:811e0897f489,Cloudflare error page,AS13335
makettodaycount.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-05,2027-06-05,,,,,200,low_content,https://makettodaycount.com,cloudflare,811e0897f489,True,,e62d1ad38f51b69d,,Website makettodaycount.com is ready. The content is to be added,,,Greetings! Приветствуем! Website makettodaycount.com is ready. The content is to be added. Сайт makettodaycount.com только что создан. Содержимое появится позже. ispmanager © 1997 - 2026,,,,,,screenshots/makettodaycount.com.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,"Suspicious website, content not added",
matbetgirisi.org,Fewmoretaps OU d/b/a Trustname.com,2026-05-11,2027-05-11,,,131.222.213.13,US,200,active_with_forms,https://matbetgirisi.org,LiteSpeed,4492f7f3e69c,False,,87431810ad1393fe,,DDoS Koruma Doğrulaması,Robot olmadığını doğruluyoruz,,"Security check DDoS Shield • Live Robot olmadığını doğruluyoruz Devam etmek için doğrulamayı tamamla. Bu işlem, bot trafiğine karşı DDoS koruma katmanını etkin tutar. Traffic inspection HTTP flood / bot heuristics / reputation Step 01 Rate-limit window initialized OK Step 02 Client fingerprint hashed OK Step 03 ASN / Geo / Reputation check SCAN Step 04 Challenge required for continuation READY Not: Bu sayfa otomatik doğrulama yapar; başarılı olunca devam edilir. Doğrulama Lütfen aşağıdaki kontro",tr,1,textarea:g-recaptcha-response,,,screenshots/matbetgirisi.org.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,Casino,srv_fp:4492f7f3e69c,DDoS Koruma Doğrulaması page may be phishing,
matbetgirisim.org,Fewmoretaps OU d/b/a Trustname.com,2026-05-11,2027-05-11,,,131.222.213.13,US,403,empty,http://matbetgirisim.org,LiteSpeed,4492f7f3e69c,False,,f3bc8ec13c3d1b8d,,403 Forbidden,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,Casino,srv_fp:4492f7f3e69c,403 Forbidden page may be phishing,
md28ta2.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-14,2027-05-14,,,104.21.11.107,US,403,low_content,https://md28ta2.com,cloudflare,811e0897f489,True,,ecfeb9c4af414d85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Suspected Phishing,AS13335
mercurecasino839.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-06,2027-05-06,,,104.21.23.115,US,403,low_content,http://mercurecasino839.com,cloudflare,811e0897f489,True,,bcb3b0c52d6d0ec1,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,3,HIGH,Casino,srv_fp:811e0897f489,Cloudflare blocked page may be phishing,AS13335
mercurecasinohadi.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-03,2027-06-03,,,172.67.154.153,US,200,active_content,http://mercurecasinohadi.com,cloudflare,811e0897f489,True,-1220038270,e7a4f481a6e448e3,,Kontrol ediliyor…,,,,,,,,,screenshots/mercurecasinohadi.com.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,Casino,srv_fp:811e0897f489; fav:-1220038270,Kontrol ediliyor… page may be phishing,AS13335
meritking-kraloyunlar.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-05,2027-06-05,,,104.21.94.178,US,200,low_content,https://meritking-kraloyunlar.com,cloudflare,811e0897f489,True,,eab370e7e414daeb,,Index of /,Index of /,,Index of / NameLast ModifiedSize cgi-bin2026-06-05 15:42- m.meritking-kraloyunlar.com2026-06-09 19:35- 400.shtml2026-06-05 15:42 1k 401.shtml2026-06-05 15:42 1k 403.shtml2026-06-05 15:42 1k 404.shtml2026-06-05 15:42 1k 413.shtml2026-06-05 15:42 1k 500.shtml2026-06-05 15:42 1k cp_errordocument.shtml2026-06-05 15:42 11k php.ini2026-06-05 15:42 1k Proudly Served by LiteSpeed Web Server at meritking-kraloyunlar.com Port 443,,,,,,screenshots/meritking-kraloyunlar.com.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Phishing website with a generic title and no clear brand identity,AS13335
meritking-resminiz.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-06,2027-06-06,,,172.67.164.137,US,200,low_content,https://meritking-resminiz.com/,cloudflare,811e0897f489,True,,eea5bc47b41d2ccb,,Index of /,Index of /,,Index of / NameLast ModifiedSize cgi-bin2026-06-07 16:53- m.meritking-resminiz.com2026-06-09 19:35- 400.shtml2026-06-07 16:53 1k 401.shtml2026-06-07 16:53 1k 403.shtml2026-06-07 16:53 1k 404.shtml2026-06-07 16:53 1k 413.shtml2026-06-07 16:53 1k 500.shtml2026-06-07 16:53 1k cp_errordocument.shtml2026-06-07 16:53 11k php.ini2026-06-07 16:53 1k Proudly Served by LiteSpeed Web Server at meritking-resminiz.com Port 443,,,,,,screenshots/meritking-resminiz.com.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Phishing website with a generic title and no clear brand identity,AS13335
meritking-ulasimadresi.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-04,2027-06-04,,,104.21.66.136,US,200,low_content,https://meritking-ulasimadresi.com/,cloudflare,811e0897f489,True,,caafe1e7e7040acb,,Index of /,Index of /,,Index of / NameLast ModifiedSize cgi-bin2026-06-04 12:39- m.meritking-ulasimadresi.com2026-06-09 19:35- 400.shtml2026-06-04 12:39 1k 401.shtml2026-06-04 12:39 1k 403.shtml2026-06-04 12:39 1k 404.shtml2026-06-04 12:39 1k 413.shtml2026-06-04 12:39 1k 500.shtml2026-06-04 12:39 1k cp_errordocument.shtml2026-06-04 12:39 11k php.ini2026-06-04 12:39 1k Proudly Served by LiteSpeed Web Server at meritking-ulasimadresi.com Port 443,,,,,,screenshots/meritking-ulasimadresi.com.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Phishing website with a generic title and no clear brand identity,AS13335
meritkking-yasaklanmayan.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-05,2027-06-05,,,188.114.97.3,US,200,active_content,https://meritkking-yasaklanmayan.com,cloudflare,811e0897f489,True,,e7a4f481a6e448e3,,404 Not Found,404,,"404 Not Found The resource requested could not be found on this server! Proudly powered by LiteSpeed Web ServerPlease be advised that LiteSpeed Technologies Inc. is not a web hosting company and, as such, has no control over content found on this site.",,,,,,screenshots/meritkking-yasaklanmayan.com.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Phishing website with a generic title and no clear brand identity,AS13335
meritt-kingoyunlar.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-06,2027-06-06,,,104.21.49.105,US,200,low_content,https://meritt-kingoyunlar.com/,LiteSpeed,4492f7f3e69c,False,,ca86b045f40828cb,,404 Not Found,404,,"404 Not Found The resource requested could not be found on this server! Proudly powered by LiteSpeed Web ServerPlease be advised that LiteSpeed Technologies Inc. is not a web hosting company and, as such, has no control over content found on this site.",,,,,,screenshots/meritt-kingoyunlar.com.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:4492f7f3e69c,Phishing website with a generic title and no clear brand identity,AS13335
meritt-oyunlarresmi.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-06,2027-06-06,,,104.21.84.247,US,200,low_content,https://meritt-oyunlarresmi.com/,cloudflare,811e0897f489,True,,c686b0c7a41daedb,,Index of /,Index of /,,Index of / NameLast ModifiedSize cgi-bin2026-06-07 17:19- m.meritt-oyunlarresmi.com2026-06-09 19:35- 400.shtml2026-06-07 17:19 1k 401.shtml2026-06-07 17:19 1k 403.shtml2026-06-07 17:19 1k 404.shtml2026-06-07 17:19 1k 413.shtml2026-06-07 17:19 1k 500.shtml2026-06-07 17:19 1k cp_errordocument.shtml2026-06-07 17:19 11k php.ini2026-06-07 17:19 1k Proudly Served by LiteSpeed Web Server at meritt-oyunlarresmi.com Port 443,,,,,,screenshots/meritt-oyunlarresmi.com.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Phishing website with a generic title and no clear brand identity,AS13335
merittking-oyunlaresmi.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-06,2027-06-06,,,188.114.96.3,US,200,low_content,https://merittking-oyunlaresmi.com/,cloudflare,811e0897f489,True,,ca87f0e6e004fadb,,Index of /,Index of /,,Index of / NameLast ModifiedSize cgi-bin2026-06-06 10:15- m.merittking-oyunlaresmi.com2026-06-09 19:35- 400.shtml2026-06-06 10:15 1k 401.shtml2026-06-06 10:15 1k 403.shtml2026-06-06 10:15 1k 404.shtml2026-06-06 10:15 1k 413.shtml2026-06-06 10:15 1k 500.shtml2026-06-06 10:15 1k cp_errordocument.shtml2026-06-06 10:15 11k php.ini2026-06-06 10:15 1k Proudly Served by LiteSpeed Web Server at merittking-oyunlaresmi.com Port 443,,,,,,screenshots/merittking-oyunlaresmi.com.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Phishing website with a generic title and no clear brand identity,AS13335
merittking-oyunlarresmi.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-06,2027-06-06,,,188.114.97.3,US,200,low_content,https://merittking-oyunlarresmi.com/,cloudflare,811e0897f489,True,,c2a7f1676004fafb,,Index of /,Index of /,,Index of / NameLast ModifiedSize cgi-bin2026-06-06 10:57- m.merittking-oyunlarresmi.com2026-06-09 19:35- 400.shtml2026-06-06 10:57 1k 401.shtml2026-06-06 10:57 1k 403.shtml2026-06-06 10:57 1k 404.shtml2026-06-06 10:57 1k 413.shtml2026-06-06 10:57 1k 500.shtml2026-06-06 10:57 1k cp_errordocument.shtml2026-06-06 10:57 11k php.ini2026-06-06 10:57 1k Proudly Served by LiteSpeed Web Server at merittking-oyunlarresmi.com Port 443,,,,,,screenshots/merittking-oyunlarresmi.com.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Phishing website with a generic title and no clear brand identity,AS13335
merittking-oyunlartek.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-05,2027-06-05,,,188.114.97.3,US,200,low_content,https://merittking-oyunlartek.com,cloudflare,811e0897f489,True,,eaa6b067e430dafb,,Index of /,Index of /,,Index of / NameLast ModifiedSize cgi-bin2026-06-05 08:55- resmi.merittking-oyunlartek.com2026-06-09 19:35- 400.shtml2026-06-05 08:55 1k 401.shtml2026-06-05 08:55 1k 403.shtml2026-06-05 08:55 1k 404.shtml2026-06-05 08:55 1k 413.shtml2026-06-05 08:55 1k 500.shtml2026-06-05 08:55 1k cp_errordocument.shtml2026-06-05 08:55 11k php.ini2026-06-05 08:55 1k Proudly Served by LiteSpeed Web Server at merittking-oyunlartek.com Port 443,,,,,,screenshots/merittking-oyunlartek.com.jpg,0,,,0,PHISHING_GENERIC,3,HIGH,,srv_fp:811e0897f489,Phishing website with a generic title and no clear brand identity,AS13335
